id,车型,车号,终端号,经度,纬度,海拔,时间,是否库内,车次,速度,插入时间
14573,225,164B,10190,110.4414351733,39.0592620924,986.7623510724,2016/6/22 19:17:16,1,33333,0,2016/6/22 19:17:21
14580,225,164B,10190,110.4414367103,39.0592639126,986.6878644675,2016/6/22 19:17:18,1,33333,0,2016/6/22 19:17:21
14584,225,164B,10190,110.4414378144,39.0592654625,986.5710240509,2016/6/22 19:17:20,1,33333,0,2016/6/22 19:17:21
14603,225,34B,11436,110.4412608055,39.0599837561,992.5079707,2016/6/22 19:17:20,1,33333,0,2016/6/22 19:17:21
14604,225,163B,10208,110.4415194936,39.0589623689,991.8746545957,2016/6/22 19:17:19,1,33333,0,2016/6/22 19:17:21
14606,225,34B,11436,110.4412619962,39.0599840276,992.5819104705,2016/6/22 19:17:22,1,33333,0,2016/6/22 19:17:21
14607,225,164B,10190,110.4414390926,39.059266775,986.3438286912,2016/6/22 19:17:22,1,33333,0,2016/6/22 19:17:21
14614,225,164B,10190,110.4414411285,39.059267739,986.1167129613,2016/6/22 19:17:24,1,33333,0,2016/6/22 19:17:21
14622,225,163B,10208,110.4415177824,39.0589605063,992.0342921177,2016/6/22 19:17:21,1,33333,0,2016/6/22 19:17:21
14623,225,34B,11436,110.4412644671,39.0599844274,992.4319860004,2016/6/22 19:17:24,1,33333,0,2016/6/22 19:17:21
14627,225,163B,10208,110.4415157465,39.0589581437,992.1353842868,2016/6/22 19:17:23,1,33333,0,2016/6/22 19:17:21
14631,225,164B,10190,110.4414435443,39.0592681114,985.9070557486,2016/6/22 19:17:26,1,33333,0,2016/6/22 19:17:21
14640,225,163B,10208,110.4415143984,39.05895641,992.1980317291,2016/6/22 19:17:25,1,33333,0,2016/6/22 19:17:21
14642,225,34B,11436,110.4412666663,39.0599857486,992.2988224691,2016/6/22 19:17:26,1,33333,0,2016/6/22 19:17:21
14645,225,34B,11436,110.4412686875,39.0599868084,992.0110003557,2016/6/22 19:17:28,1,33333,0,2016/6/22 19:17:21
14649,225,163B,10208,110.4415146847,39.0589557425,992.2734862128,2016/6/22 19:17:27,1,33333,0,2016/6/22 19:17:21
14650,225,34B,11436,110.4412707638,39.0599876857,991.7640069732,2016/6/22 19:17:30,1,33333,0,2016/6/22 19:17:21
14655,225,163B,10208,110.441515349,39.0589560874,992.4008748671,2016/6/22 19:17:29,1,33333,0,2016/6/22 19:17:21
14659,225,164B,10190,110.4414468152,39.0592678009,985.8225797275,2016/6/22 19:17:28,1,33333,0,2016/6/22 19:17:21
14664,225,164B,10190,110.4414494789,39.0592672476,985.7872011233,2016/6/22 19:17:30,1,33333,0,2016/6/22 19:17:21
14669,225,164B,10190,110.4414517776,39.0592665606,985.7383603109,2016/6/22 19:17:32,1,33333,0,2016/6/22 19:17:21
14674,231,7021A,13880,110.3058261529,39.2017067837,1026.0026932955,2016/6/22 19:17:33,0,33333,1,2016/6/22 19:17:21
14675,225,164B,10190,110.4414529811,39.059266522,985.7436514376,2016/6/22 19:17:34,1,33333,0,2016/6/22 19:17:21
14680,225,163B,10208,110.4415156481,39.0589565084,992.5337049505,2016/6/22 19:17:31,1,33333,0,2016/6/22 19:17:21
14683,225,34B,11436,110.4412733134,39.0599887467,991.5394891184,2016/6/22 19:17:32,1,33333,0,2016/6/22 19:17:21
14686,225,34B,11436,110.4412758354,39.0599901437,991.3166115927,2016/6/22 19:17:34,1,33333,0,2016/6/22 19:17:21
14691,225,163B,10208,110.4415150961,39.0589557335,992.5921255695,2016/6/22 19:17:33,1,33333,0,2016/6/22 19:17:21
14693,225,34B,11436,110.4412791408,39.0599916907,991.0573365279,2016/6/22 19:17:36,1,33333,0,2016/6/22 19:17:21
14696,225,163B,10208,110.4415151384,39.0589557214,992.6890006242,2016/6/22 19:17:35,1,33333,0,2016/6/22 19:17:21
14705,225,164B,10190,110.4414532507,39.0592672044,985.7613680866,2016/6/22 19:17:36,1,33333,0,2016/6/22 19:17:51
14713,225,164B,10190,110.441452489,39.0592689423,985.6664087037,2016/6/22 19:17:38,1,33333,0,2016/6/22 19:17:51
14719,225,164B,10190,110.4414500762,39.0592714533,985.5450130422,2016/6/22 19:17:40,1,33333,0,2016/6/22 19:17:51
14721,225,163B,10208,110.4415154228,39.0589565878,992.7926291833,2016/6/22 19:17:37,1,33333,0,2016/6/22 19:17:51
14723,225,34B,11436,110.4412833012,39.0599928345,990.9484468922,2016/6/22 19:17:38,1,33333,0,2016/6/22 19:17:51
14727,225,163B,10208,110.4415153824,39.0589567444,992.8188087875,2016/6/22 19:17:39,1,33333,0,2016/6/22 19:17:51
14729,225,34B,11436,110.4412877756,39.059992835,990.9007673478,2016/6/22 19:17:40,1,33333,0,2016/6/22 19:17:51
14736,225,34B,11436,110.4412915494,39.0599926566,990.9727831343,2016/6/22 19:17:42,1,33333,0,2016/6/22 19:17:51
14740,225,164B,10190,110.4414478907,39.0592743092,985.31295281,2016/6/22 19:17:42,1,33333,0,2016/6/22 19:17:51
14749,225,164B,10190,110.4414447713,39.0592778862,985.0933181411,2016/6/22 19:17:44,1,33333,0,2016/6/22 19:17:51
14760,225,163B,10208,110.4415149622,39.0589567233,992.7582163224,2016/6/22 19:17:41,1,33333,0,2016/6/22 19:17:51
14761,225,34B,11436,110.4412946481,39.059992728,991.1217163578,2016/6/22 19:17:44,1,33333,0,2016/6/22 19:17:51
14765,225,163B,10208,110.4415147438,39.0589566184,992.6297378065,2016/6/22 19:17:43,1,33333,0,2016/6/22 19:17:51
14768,225,163B,10208,110.4415139418,39.0589569045,992.4160293862,2016/6/22 19:17:45,1,33333,0,2016/6/22 19:17:51
14772,225,163B,10208,110.4415140166,39.0589582557,992.1835421175,2016/6/22 19:17:47,1,33333,0,2016/6/22 19:17:51
14773,225,34B,11436,110.4412968022,39.0599918072,991.2794387527,2016/6/22 19:17:46,1,33333,0,2016/6/22 19:17:51
14779,225,34B,11436,110.4412983875,39.0599911816,991.4126394996,2016/6/22 19:17:48,1,33333,0,2016/6/22 19:17:51
14782,225,164B,10190,110.4414424755,39.0592822258,984.8804198513,2016/6/22 19:17:46,1,33333,0,2016/6/22 19:17:51
14789,225,164B,10190,110.4414405193,39.0592863404,984.7300635269,2016/6/22 19:17:48,1,33333,0,2016/6/22 19:17:51
14799,225,164B,10190,110.4414387942,39.0592896901,984.5891273152,2016/6/22 19:17:50,1,33333,0,2016/6/22 19:17:51
14809,225,34B,11436,110.4413004972,39.0599915271,991.4764586855,2016/6/22 19:17:50,1,33333,0,2016/6/22 19:17:51
14812,225,163B,10208,110.4415143334,39.0589605553,991.9641095595,2016/6/22 19:17:49,1,33333,0,2016/6/22 19:17:51
14813,225,34B,11436,110.4413017135,39.0599917377,991.4635112742,2016/6/22 19:17:52,1,33333,0,2016/6/22 19:17:51
14817,225,163B,10208,110.4415146227,39.0589634007,991.7652202472,2016/6/22 19:17:51,1,33333,0,2016/6/22 19:17:51
14820,225,163B,10208,110.4415148018,39.0589669606,991.5161787458,2016/6/22 19:17:53,1,33333,0,2016/6/22 19:17:51
14824,225,34B,11436,110.4413017095,39.0599933369,991.3875374924,2016/6/22 19:17:54,1,33333,0,2016/6/22 19:17:51
14827,225,34B,11436,110.4413001243,39.0599950114,991.3488568133,2016/6/22 19:17:56,1,33333,0,2016/6/22 19:17:51
14833,225,164B,10190,110.4414375976,39.0592917824,984.3980731023,2016/6/22 19:17:52,1,33333,0,2016/6/22 19:17:51
14837,225,164B,10190,110.4414356581,39.0592937079,984.2298392886,2016/6/22 19:17:54,1,33333,0,2016/6/22 19:17:51
14844,225,164B,10190,110.4414329353,39.0592945042,984.0097856903,2016/6/22 19:17:56,1,33333,0,2016/6/22 19:17:51
14850,225,164B,10190,110.4414301062,39.0592945558,983.8281587921,2016/6/22 19:17:58,1,33333,0,2016/6/22 19:17:51
14857,225,163B,10208,110.4415146837,39.0589698244,991.2195546431,2016/6/22 19:17:55,1,33333,0,2016/6/22 19:17:51
14861,225,34B,11436,110.4412999038,39.0599963006,991.2359526278,2016/6/22 19:17:58,1,33333,0,2016/6/22 19:17:51
14862,225,163B,10208,110.4415151727,39.0589731408,990.8927366603,2016/6/22 19:17:57,1,33333,0,2016/6/22 19:17:51
14865,225,163B,10208,110.4415151904,39.0589762782,990.6538956696,2016/6/22 19:17:59,1,33333,0,2016/6/22 19:17:51
14866,225,34B,11436,110.4413005601,39.059998515,991.0916688479,2016/6/22 19:18:00,1,33333,0,2016/6/22 19:17:51
14873,225,34B,11436,110.4413008366,39.0600013909,990.9362288099,2016/6/22 19:18:02,1,33333,0,2016/6/22 19:17:51
14875,225,163B,10208,110.4415147771,39.0589788701,990.4579484509,2016/6/22 19:18:01,1,33333,0,2016/6/22 19:17:51
14879,225,34B,11436,110.4412991647,39.0600050431,990.7697833432,2016/6/22 19:18:04,1,33333,0,2016/6/22 19:17:51
14890,225,164B,10190,110.4414277928,39.0592941496,983.7091711219,2016/6/22 19:18:00,1,33333,0,2016/6/22 19:17:51
14898,225,164B,10190,110.4414244097,39.059294051,983.5322233327,2016/6/22 19:18:02,1,33333,0,2016/6/22 19:17:51
14905,225,164B,10190,110.4414216633,39.0592933045,983.364580608,2016/6/22 19:18:04,1,33333,0,2016/6/22 19:17:51
14907,225,163B,10208,110.4415136228,39.0589795516,990.2377439179,2016/6/22 19:18:03,1,33333,0,2016/6/22 19:17:51
14911,225,163B,10208,110.4415126742,39.0589798789,990.1453530611,2016/6/22 19:18:05,1,33333,0,2016/6/22 19:17:51
14912,225,34B,11436,110.4412973058,39.0600078442,990.6563154105,2016/6/22 19:18:06,1,33333,0,2016/6/22 19:17:51
14919,225,164B,10190,110.4414187427,39.059292026,983.2379791895,2016/6/22 19:18:06,1,33333,0,2016/6/22 19:18:21
14934,225,164B,10190,110.4414159028,39.0592912036,983.128332031,2016/6/22 19:18:08,1,33333,0,2016/6/22 19:18:21
14939,225,34B,11436,110.4412964487,39.0600099211,990.5467098793,2016/6/22 19:18:08,1,33333,0,2016/6/22 19:18:21
14940,225,163B,10208,110.4415121586,39.0589798472,990.0386051107,2016/6/22 19:18:07,1,33333,0,2016/6/22 19:18:21
14949,225,34B,11436,110.4412965127,39.0600110277,990.4429158857,2016/6/22 19:18:10,1,33333,0,2016/6/22 19:18:21
14952,225,34B,11436,110.4412956999,39.0600116286,990.4083095156,2016/6/22 19:18:12,1,33333,0,2016/6/22 19:18:21
14956,225,163B,10208,110.4415117679,39.0589776065,989.9166928502,2016/6/22 19:18:11,1,33333,0,2016/6/22 19:18:21
14960,225,164B,10190,110.441414226,39.0592902893,983.031251939,2016/6/22 19:18:10,1,33333,0,2016/6/22 19:18:21
14968,225,164B,10190,110.4414134959,39.0592892528,982.9350138539,2016/6/22 19:18:12,1,33333,0,2016/6/22 19:18:21
14972,225,164B,10190,110.4414125345,39.0592885616,982.7915482502,2016/6/22 19:18:14,1,33333,0,2016/6/22 19:18:21
14975,225,34B,11436,110.4412950081,39.0600123191,990.3455740632,2016/6/22 19:18:14,1,33333,0,2016/6/22 19:18:21
14978,225,163B,10208,110.4415129182,39.0589768458,989.9096916504,2016/6/22 19:18:13,1,33333,0,2016/6/22 19:18:21
14981,225,163B,10208,110.4415143126,39.0589759193,989.9253782593,2016/6/22 19:18:15,1,33333,0,2016/6/22 19:18:21
14984,225,34B,11436,110.4412946558,39.0600129243,990.3579828395,2016/6/22 19:18:16,1,33333,0,2016/6/22 19:18:21
14987,225,163B,10208,110.4415163968,39.0589751368,989.9689640198,2016/6/22 19:18:17,1,33333,0,2016/6/22 19:18:21
14990,225,34B,11436,110.4412952501,39.0600133375,990.3649319811,2016/6/22 19:18:18,1,33333,0,2016/6/22 19:18:21
14995,225,34B,11436,110.4412961161,39.0600138782,990.4496402601,2016/6/22 19:18:20,1,33333,0,2016/6/22 19:18:21
15010,225,164B,10190,110.4414110151,39.0592898787,982.6271957243,2016/6/22 19:18:16,1,33333,0,2016/6/22 19:18:21
15017,225,164B,10190,110.4414093324,39.0592922373,982.4949172372,2016/6/22 19:18:18,1,33333,0,2016/6/22 19:18:21
15025,225,164B,10190,110.4414087578,39.0592949662,982.3595818048,2016/6/22 19:18:20,1,33333,0,2016/6/22 19:18:21
15028,225,163B,10208,110.4415181562,39.0589746235,990.0233176043,2016/6/22 19:18:19,1,33333,0,2016/6/22 19:18:21
15030,225,163B,10208,110.4415202,39.0589742075,990.1119865859,2016/6/22 19:18:21,1,33333,0,2016/6/22 19:18:21
15031,225,34B,11436,110.4412980241,39.0600145872,990.606551093,2016/6/22 19:18:22,1,33333,0,2016/6/22 19:18:21
15036,225,163B,10208,110.441521987,39.0589743373,990.2529173251,2016/6/22 19:18:23,1,33333,0,2016/6/22 19:18:21
15037,225,34B,11436,110.4412998771,39.0600154786,990.7226332165,2016/6/22 19:18:24,1,33333,0,2016/6/22 19:18:21
15053,225,164B,10190,110.4414095518,39.0592964099,982.2890119459,2016/6/22 19:18:22,1,33333,0,2016/6/22 19:18:21
15058,225,164B,10190,110.4414115386,39.0592969409,982.2957128389,2016/6/22 19:18:24,1,33333,0,2016/6/22 19:18:21
15064,225,164B,10190,110.4414143785,39.0592967842,982.3171425844,2016/6/22 19:18:26,1,33333,0,2016/6/22 19:18:21
15067,225,164B,10190,110.4414174221,39.059295989,982.33072853,2016/6/22 19:18:28,1,33333,0,2016/6/22 19:18:21
15075,225,34B,11436,110.4413018363,39.0600166952,990.7624816326,2016/6/22 19:18:26,1,33333,0,2016/6/22 19:18:21
15078,225,163B,10208,110.4415238291,39.0589743547,990.440978365,2016/6/22 19:18:25,1,33333,0,2016/6/22 19:18:21
15080,225,34B,11436,110.4413035259,39.0600175091,990.8098178292,2016/6/22 19:18:28,1,33333,0,2016/6/22 19:18:21
15085,225,163B,10208,110.4415250768,39.0589744485,990.6661993358,2016/6/22 19:18:27,1,33333,0,2016/6/22 19:18:21
15087,225,163B,10208,110.4415256367,39.0589743329,990.9676722167,2016/6/22 19:18:29,1,33333,0,2016/6/22 19:18:21
15089,225,34B,11436,110.4413047146,39.0600181256,990.8048121091,2016/6/22 19:18:30,1,33333,0,2016/6/22 19:18:21
15092,225,163B,10208,110.441526237,39.0589744803,991.280772686,2016/6/22 19:18:31,1,33333,0,2016/6/22 19:18:21
15099,225,164B,10190,110.4414211978,39.0592946964,982.4123775074,2016/6/22 19:18:30,1,33333,0,2016/6/22 19:18:21
15106,225,164B,10190,110.4414237041,39.0592918416,982.4379699742,2016/6/22 19:18:32,1,33333,0,2016/6/22 19:18:21
15111,225,164B,10190,110.4414273775,39.0592879952,982.6151179234,2016/6/22 19:18:34,1,33333,0,2016/6/22 19:18:21
15117,225,34B,11436,110.441304566,39.0600180923,990.8093761634,2016/6/22 19:18:32,1,33333,0,2016/6/22 19:18:21
15122,225,34B,11436,110.4413054703,39.0600174927,990.6692334674,2016/6/22 19:18:34,1,33333,0,2016/6/22 19:18:21
15126,225,163B,10208,110.4415263895,39.0589745929,991.5034143366,2016/6/22 19:18:33,1,33333,0,2016/6/22 19:18:21
15129,225,163B,10208,110.4415272722,39.0589744133,991.7025707373,2016/6/22 19:18:35,1,33333,0,2016/6/22 19:18:21
15130,225,34B,11436,110.4413055087,39.060016772,990.4821905289,2016/6/22 19:18:36,1,33333,0,2016/6/22 19:18:21
15145,225,164B,10190,110.4414309594,39.0592832384,982.8850988289,2016/6/22 19:18:36,1,33333,0,2016/6/22 19:18:21
15151,225,163B,10208,110.4415280998,39.0589742062,991.841994442,2016/6/22 19:18:37,1,33333,0,2016/6/22 19:18:51
15153,225,34B,11436,110.4413050865,39.0600156273,990.2103243927,2016/6/22 19:18:38,1,33333,0,2016/6/22 19:18:51
15160,225,164B,10190,110.4414344941,39.0592760951,983.3229139764,2016/6/22 19:18:38,1,33333,0,2016/6/22 19:18:51
15166,225,164B,10190,110.4414379628,39.0592684699,983.8107836964,2016/6/22 19:18:40,1,33333,0,2016/6/22 19:18:51
15170,225,164B,10190,110.4414395639,39.0592620771,984.3046008833,2016/6/22 19:18:42,1,33333,0,2016/6/22 19:18:51
15182,225,34B,11436,110.4413048405,39.0600144598,989.9574592346,2016/6/22 19:18:40,1,33333,0,2016/6/22 19:18:51
15185,225,163B,10208,110.4415284796,39.0589743839,991.9287665244,2016/6/22 19:18:39,1,33333,0,2016/6/22 19:18:51
15188,225,34B,11436,110.441304743,39.0600131158,989.6811260059,2016/6/22 19:18:42,1,33333,0,2016/6/22 19:18:51
15189,231,7031A,13478,110.4404159128,39.0364095719,974.877434032,2016/6/22 19:18:41,0,33333,0,2016/6/22 19:18:51
15191,225,163B,10208,110.4415282779,39.0589736285,991.9210381778,2016/6/22 19:18:41,1,33333,0,2016/6/22 19:18:51
15196,225,164B,10190,110.4414388948,39.0592598233,984.4860300543,2016/6/22 19:18:44,1,33333,0,2016/6/22 19:18:51
15203,225,164B,10190,110.4414385356,39.0592571161,984.5707788356,2016/6/22 19:18:46,1,33333,0,2016/6/22 19:18:51
15206,225,164B,10190,110.4414409839,39.0592512107,984.8550893255,2016/6/22 19:18:48,1,33333,0,2016/6/22 19:18:51
15213,225,164B,10190,110.4414427699,39.0592454546,985.1665720204,2016/6/22 19:18:50,1,33333,0,2016/6/22 19:18:51
15216,225,34B,11436,110.4413055795,39.0600119599,989.474283481,2016/6/22 19:18:44,1,33333,0,2016/6/22 19:18:51
15217,225,163B,10208,110.441527102,39.0589728417,991.8699988779,2016/6/22 19:18:43,1,33333,0,2016/6/22 19:18:51
15220,231,7031A,13478,110.4403797945,39.0361859746,974.6933907457,2016/6/22 19:18:43,0,33333,0,2016/6/22 19:18:51
15224,231,7031A,13478,110.4403440158,39.0359615227,974.5153148081,2016/6/22 19:18:45,0,33333,0,2016/6/22 19:18:51
15228,225,34B,11436,110.4413074708,39.0600110116,989.3025012389,2016/6/22 19:18:46,1,33333,0,2016/6/22 19:18:51
15229,225,163B,10208,110.4415259664,39.0589718982,991.7927799691,2016/6/22 19:18:45,1,33333,0,2016/6/22 19:18:51
15231,231,7031A,13478,110.4403103465,39.0357363672,974.3066677451,2016/6/22 19:18:47,0,33333,0,2016/6/22 19:18:51
15235,225,34B,11436,110.4413085109,39.0600101961,989.1760327658,2016/6/22 19:18:48,1,33333,0,2016/6/22 19:18:51
15236,225,163B,10208,110.4415248436,39.0589708543,991.6658163089,2016/6/22 19:18:47,1,33333,0,2016/6/22 19:18:51
15238,231,7031A,13478,110.4402759897,39.0355110026,974.1743826829,2016/6/22 19:18:49,0,33333,0,2016/6/22 19:18:51
15241,225,34B,11436,110.4413082393,39.0600099287,989.0856709443,2016/6/22 19:18:50,1,33333,0,2016/6/22 19:18:51
15244,225,164B,10190,110.4414446642,39.0592403081,985.5374778127,2016/6/22 19:18:52,1,33333,0,2016/6/22 19:18:51
15256,225,164B,10190,110.4414449073,39.0592358648,985.8756460967,2016/6/22 19:18:54,1,33333,0,2016/6/22 19:18:51
15261,225,163B,10208,110.4415234513,39.0589696176,991.5652447669,2016/6/22 19:18:49,1,33333,0,2016/6/22 19:18:51
15264,225,163B,10208,110.4415220589,39.0589681711,991.4457696313,2016/6/22 19:18:51,1,33333,0,2016/6/22 19:18:51
15267,231,7031A,13478,110.4402400779,39.0352856522,973.9926045286,2016/6/22 19:18:51,0,33333,0,2016/6/22 19:18:51
15271,225,34B,11436,110.4413072907,39.0600096266,988.9365689103,2016/6/22 19:18:52,1,33333,0,2016/6/22 19:18:51
15272,231,7031A,13478,110.4402057196,39.0350597928,973.7059813971,2016/6/22 19:18:53,0,33333,0,2016/6/22 19:18:51
15274,225,34B,11436,110.4413066264,39.0600094916,988.828083734,2016/6/22 19:18:54,1,33333,0,2016/6/22 19:18:51
15277,225,163B,10208,110.4415216003,39.058966493,991.357977869,2016/6/22 19:18:53,1,33333,0,2016/6/22 19:18:51
15278,225,34B,11436,110.4413071381,39.0600094441,988.7076257346,2016/6/22 19:18:56,1,33333,0,2016/6/22 19:18:51
15280,231,7031A,13478,110.4401710429,39.0348331685,973.6671014335,2016/6/22 19:18:55,0,33333,0,2016/6/22 19:18:51
15282,225,163B,10208,110.4415209381,39.0589650339,991.2402222911,2016/6/22 19:18:55,1,33333,0,2016/6/22 19:18:51
15283,225,34B,11436,110.441307822,39.0600097141,988.4167708596,2016/6/22 19:18:58,1,33333,0,2016/6/22 19:18:51
15286,231,7031A,13478,110.4401360438,39.0346064687,973.7180405864,2016/6/22 19:18:57,0,33333,0,2016/6/22 19:18:51
15288,225,163B,10208,110.4415206153,39.0589628602,991.1409004275,2016/6/22 19:18:57,1,33333,0,2016/6/22 19:18:51
15291,225,164B,10190,110.4414432552,39.0592327801,986.2024977943,2016/6/22 19:18:56,1,33333,0,2016/6/22 19:18:51
15298,225,164B,10190,110.4414410835,39.0592317523,986.3907340905,2016/6/22 19:18:58,1,33333,0,2016/6/22 19:18:51
15309,225,164B,10190,110.4414383538,39.0592323134,986.520275821,2016/6/22 19:19:00,1,33333,0,2016/6/22 19:18:51
15314,231,7031A,13478,110.4401012741,39.034379279,973.6932768328,2016/6/22 19:18:59,0,33333,0,2016/6/22 19:18:51
15315,225,163B,10208,110.4415204815,39.0589608429,991.0360396747,2016/6/22 19:18:59,1,33333,0,2016/6/22 19:18:51
15318,225,34B,11436,110.4413094653,39.0600099713,988.0959167667,2016/6/22 19:19:00,1,33333,0,2016/6/22 19:18:51
15322,225,34B,11436,110.4413105674,39.060009978,987.7299966672,2016/6/22 19:19:02,1,33333,0,2016/6/22 19:18:51
15327,231,7031A,13478,110.4400662902,39.0341512945,973.6980671408,2016/6/22 19:19:01,0,33333,0,2016/6/22 19:18:51
15329,225,163B,10208,110.4415208466,39.0589587386,990.8478635158,2016/6/22 19:19:01,1,33333,0,2016/6/22 19:18:51
15333,231,7031A,13478,110.4400308737,39.0339231792,973.6732153967,2016/6/22 19:19:03,0,33333,0,2016/6/22 19:18:51
15335,225,34B,11436,110.4413116144,39.060010307,987.335850534,2016/6/22 19:19:04,1,33333,0,2016/6/22 19:18:51
15336,225,163B,10208,110.4415206025,39.0589572959,990.6802481618,2016/6/22 19:19:03,1,33333,0,2016/6/22 19:18:51
15339,225,164B,10190,110.441434215,39.0592338967,986.573424086,2016/6/22 19:19:02,1,33333,0,2016/6/22 19:19:21
15345,225,164B,10190,110.4414332212,39.0592316323,986.7404164309,2016/6/22 19:19:04,1,33333,0,2016/6/22 19:19:21
15351,225,164B,10190,110.4414328069,39.0592302965,986.8914573435,2016/6/22 19:19:06,1,33333,0,2016/6/22 19:19:21
15389,225,164B,10190,110.4414330509,39.0592302705,986.9267475074,2016/6/22 19:19:08,1,33333,0,2016/6/22 19:19:21
15397,225,164B,10190,110.4414320069,39.0592323355,986.9457322843,2016/6/22 19:19:10,1,33333,0,2016/6/22 19:19:21
15399,231,7031A,13478,110.4399956295,39.0336959405,973.528434841,2016/6/22 19:19:05,0,33333,0,2016/6/22 19:19:21
15400,225,34B,11436,110.441312498,39.0600111879,986.929670522,2016/6/22 19:19:06,1,33333,0,2016/6/22 19:19:21
15403,225,163B,10208,110.4415205199,39.0589562758,990.5024323557,2016/6/22 19:19:05,1,33333,0,2016/6/22 19:19:21
15406,225,34B,11436,110.4413128955,39.0600119855,986.5507599236,2016/6/22 19:19:08,1,33333,0,2016/6/22 19:19:21
15409,225,163B,10208,110.4415203162,39.0589553758,990.3716493789,2016/6/22 19:19:07,1,33333,0,2016/6/22 19:19:21
15412,231,7031A,13478,110.4399605065,39.0334687911,973.3556219339,2016/6/22 19:19:07,0,33333,0,2016/6/22 19:19:21
15414,225,163B,10208,110.4415203418,39.0589546855,990.2280514883,2016/6/22 19:19:09,1,33333,0,2016/6/22 19:19:21
15415,225,34B,11436,110.4413134288,39.0600132665,986.2485369388,2016/6/22 19:19:10,1,33333,0,2016/6/22 19:19:21
15426,225,164B,10190,110.4414310415,39.0592352715,986.9090264095,2016/6/22 19:19:12,1,33333,0,2016/6/22 19:19:21
15434,231,7031A,13478,110.4399256513,39.0332418994,973.0523539195,2016/6/22 19:19:09,0,33333,0,2016/6/22 19:19:21
15435,225,34B,11436,110.4413139513,39.0600145126,986.0939085176,2016/6/22 19:19:12,1,33333,0,2016/6/22 19:19:21
15440,231,7031A,13478,110.4398906517,39.0330134454,972.8361081937,2016/6/22 19:19:11,0,33333,0,2016/6/22 19:19:21
15444,231,7031A,13478,110.4398555717,39.032785025,972.647117923,2016/6/22 19:19:13,0,33333,0,2016/6/22 19:19:21
15445,225,34B,11436,110.4413135695,39.060016708,986.1109294845,2016/6/22 19:19:14,1,33333,0,2016/6/22 19:19:21
15448,225,163B,10208,110.44152076,39.058952534,989.982854588,2016/6/22 19:19:13,1,33333,0,2016/6/22 19:19:21
15449,225,34B,11436,110.4413129033,39.0600194356,986.150347014,2016/6/22 19:19:16,1,33333,0,2016/6/22 19:19:21
15451,225,163B,10208,110.4415205986,39.0589510625,989.8985371012,2016/6/22 19:19:15,1,33333,0,2016/6/22 19:19:21
15462,225,164B,10190,110.4414306725,39.0592375762,986.8952029049,2016/6/22 19:19:14,1,33333,0,2016/6/22 19:19:21
15465,225,164B,10190,110.441428733,39.0592410402,986.8655960895,2016/6/22 19:19:16,1,33333,0,2016/6/22 19:19:21
15472,225,164B,10190,110.4414266006,39.0592453874,986.715142142,2016/6/22 19:19:18,1,33333,0,2016/6/22 19:19:21
15477,225,164B,10190,110.4414254739,39.0592476211,986.6634316389,2016/6/22 19:19:20,1,33333,0,2016/6/22 19:19:21
15483,225,163B,10208,110.4415208426,39.0589499876,989.839309358,2016/6/22 19:19:17,1,33333,0,2016/6/22 19:19:21
15486,225,34B,11436,110.4413105751,39.0600219224,986.2227054406,2016/6/22 19:19:17,1,33333,0,2016/6/22 19:19:21
15490,225,34B,11436,110.4413075974,39.0600239687,986.2283819867,2016/6/22 19:19:19,1,33333,0,2016/6/22 19:19:21
15494,225,163B,10208,110.4415217489,39.0589492528,989.7970180064,2016/6/22 19:19:19,1,33333,0,2016/6/22 19:19:21
15500,225,34B,11436,110.4413041336,39.0600257918,986.2487252811,2016/6/22 19:19:21,1,33333,0,2016/6/22 19:19:21
15501,225,163B,10208,110.441523099,39.0589493128,989.6935941027,2016/6/22 19:19:21,1,33333,0,2016/6/22 19:19:21
15504,225,34B,11436,110.4413011264,39.0600281694,986.1455899337,2016/6/22 19:19:23,1,33333,0,2016/6/22 19:19:21
15505,225,163B,10208,110.4415243556,39.0589495765,989.673370569,2016/6/22 19:19:23,1,33333,0,2016/6/22 19:19:21
15508,225,163B,10208,110.4415248692,39.0589495337,989.6633650642,2016/6/22 19:19:25,1,33333,0,2016/6/22 19:19:21
15517,225,164B,10190,110.4414240185,39.0592515135,986.5276093511,2016/6/22 19:19:22,1,33333,0,2016/6/22 19:19:21
15542,225,164B,10190,110.4414224824,39.0592550197,986.3811341161,2016/6/22 19:19:24,1,33333,0,2016/6/22 19:19:21
15551,225,34B,11436,110.4412980532,39.060029226,986.0168922562,2016/6/22 19:19:25,1,33333,0,2016/6/22 19:19:21
15553,225,34B,11436,110.4412953048,39.0600297336,985.852220769,2016/6/22 19:19:27,1,33333,0,2016/6/22 19:19:21
15556,225,163B,10208,110.441525315,39.0589494939,989.6370704183,2016/6/22 19:19:27,1,33333,0,2016/6/22 19:19:21
15560,225,163B,10208,110.4415255718,39.0589491578,989.6037122831,2016/6/22 19:19:29,1,33333,0,2016/6/22 19:19:21
15564,225,34B,11436,110.4412917308,39.0600303131,985.6459758282,2016/6/22 19:19:29,1,33333,0,2016/6/22 19:19:21
15566,225,163B,10208,110.4415259644,39.0589484658,989.5714264447,2016/6/22 19:19:31,1,33333,0,2016/6/22 19:19:21
15569,225,164B,10190,110.4414220582,39.0592579964,986.3705903776,2016/6/22 19:19:26,1,33333,0,2016/6/22 19:19:21
